Name,Area,Current Year,Crop Year,Crop Type,Tillage Type,Biomass Coefficient Product,Biomass Coefficient Straw,Biomass Coefficient Roots,Biomass Coefficient Extraroot,Nitrogen Content In Product,Nitrogen Content In Straw,Nitrogen Content In Roots,Nitrogen Content In Extraroot,Nitrogen Fixation,Nitrogen Deposit,Carbon Concentration,Yield,Harvest Method,Nitrogen Fertilizer Rate,Phosphorous Fertilizer Rate,Is Irrigated,Irrigation Type,Amount Of Irrigation,Moisture Content Of Crop,Moisture Content Of Crop Percentage,PercentageOfStrawReturnedToSoil,PercentageOfRootsReturnedToSoil,PercentageOfProductYieldReturnedToSoil,Is Pesticide Used,Number Of Pesticide Passes,Fuel Energy,Herbicide Energy,Fertilizer Blend,January Precipitation,February Precipitation,March Precipitation,April Precipitation,May Precipitation,June Precipitation,July Precipitation,August Precipitation,September Precipitation,October Precipitation,November Precipitation,December Precipitation,January Potential Evapotranspiration,February Potential Evapotranspiration,March Potential Evapotranspiration,April Potential Evapotranspiration,May Potential Evapotranspiration,June Potential Evapotranspiration,July Potential Evapotranspiration,August Potential Evapotranspiration,September Potential Evapotranspiration,October Potential Evapotranspiration,November Potential Evapotranspiration,December Potential Evapotranspiration,January Mean Temperature,February Mean Temperature,March Mean Temperature,April Mean Temperature,May Mean Temperature,June Mean Temperature,July Mean Temperature,August Mean Temperature,September Mean Temperature,October Mean Temperature,November Mean Temperature,December Mean Temperature,Province,Soil Great Group,Soil functional category,Bulk Density,Soil Texture,Soil Ph,Top Layer Thickness  (mm),Proportion Of Sand In Soil,Proportion Of Clay In Soil,Proportion Of Soil Organic Carbon,Change in soil carbon (delta_C_t) (kg C ha^-1),N2O Direct (kg N2O (ha)^-1),N2O Direct (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),N2O Indirect (kg N2O (ha)^-1),N2O Indirect (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),Energy CO2 (kg),Upstream CO2 (kg),Total_GHG
Farm82,0.049,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,2018.995135,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1658,0.1658,0.0366,0.0366,6.1054,0,179.8552
Farm82,0.053,2025,2024,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,34.16,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,-1858.4833,1.4014,1.4014,0.2737,0.2737,6.6038,0,7396.341067
Farm82,0.053,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,614.0274491,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1623,0.1623,0.0359,0.0359,6.6038,0,178.7086
Farm82,0.044,2025,2024,DryPeas,Reduced,0.245,0.49,0.162,0.103,0.0704,0.0304,0.0225,0.0225,0,5,0.45,3209.543897,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,217.4249,5.4374,5.4374,1.0483,1.0483,5.4824,0,1097.971467
Farm82,0.044,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,33.679206,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1609,0.1609,0.0357,0.0357,5.4824,0,178.2718
Farm82,0.027,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,28.88159943,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1609,0.1609,0.0357,0.0357,3.3642,0,178.2718
Farm82,0.052,2025,2024,DryPeas,Reduced,0.245,0.49,0.162,0.103,0.0704,0.0304,0.0225,0.0225,0,5,0.45,3209.543897,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,217.4249,5.4374,5.4374,1.0483,1.0483,6.4792,0,1097.971467
Farm83,0.625,2025,2022,Potatoes,Reduced,0.736,0.239,0.015,0.01,0.015,0.02,0.01,0.01,0,5,0.45,192,CashCrop,0,0,No,RainFed,0,0.75,75,100,100,0,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-1371.1517,1.046,1.046,0.3472,0.3472,77.875,0,5532.499833
Farm84,4.98,2025,2023,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,1186.525,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0278,0.0278,0.0219,0.0219,620.508,0,138.1681
Farm84,4.98,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,200,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0283,0.0283,0.0221,0.0221,620.508,0,138.3592
Farm84,4.98,2025,2023,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,5000,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,-3422.9575,1.1242,1.1242,0.5923,0.5923,620.508,0,13144.04867
Farm84,4.98,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,6700.5,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0305,0.0305,0.0233,0.0233,620.508,0,139.2874
Farm85,2.361,2025,2022,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,6.72,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Coarse,4.8000002,80,0.78,0.06,68.000002,-1904.6825,0.2768,0.2768,0.1644,0.1644,294.1806,0,7228.883433
Farm85,2.361,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,2.933333333,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Coarse,4.8000002,80,0.78,0.06,68.000002,0,0.0319,0.0319,0.025,0.025,294.1806,0,140.1337
Farm86,35.936,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,186.75,94.4,80.11,67.74,61.85,52.44,19.58,75.04,51.99,145.79,167.41,169.27,11.3635,20.714,42.2069,63.4194,91.5084,105.378,145.3712,102.6001,70.9461,37.2618,16.8871,13.2764,4.9732,6.3262,7.3916,8.6277,11.15,13.2317,17.6803,16.7232,14.152,9.6794,6.5483,6.1371,BritishColumbia,SombricBrunisol,Brown,1.4,Fine,4.5999999,200,0.58,0.04,25,0,0.0413,0.0413,0.0283,0.0283,4477.6256,0,143.6008
Farm87,0.695,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,222.5,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,367.06,170.21,177.95,136.13,111.52,116.47,30.34,117.44,108.2,311.49,280.47,314.62,4.4195,6.2474,20.7135,42.4848,77.2249,92.5367,141.984,100.2646,64.4383,26.6927,5.2754,3.8482,-1.0865,1.1393,2.3668,5.2073,9.72,12.2987,18.0584,16.8406,13.099,6.8961,1.433,1.439,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.3421,0.3421,0.0358,0.0358,86.597,0,227.7667
Farm88,0.262,2025,2020,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,5.613201,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,462.38,250.89,161.14,83.12,151.74,131.68,60.52,38.93,130.55,225.43,313.99,279.45,2.4823,1.6013,7.336,38.1586,80.7695,79.5203,108.8592,103.1273,68.0544,26.4341,5.9287,2.3539,-0.5971,-0.939,0.0035,4.6617,10.2277,11.6923,14.8665,14.9058,14.5147,7.0194,1.9687,0.0055,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.2486,0.2486,0.0357,0.0357,32.6452,0,202.2139
Farm89,0.184,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1.6,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,140.47,210.37,126.53,154.25,62.32,58.54,23.28,50.51,80.65,100.71,218.02,258.15,2.1409,1.8262,9.3727,27.7089,102.2771,111.0952,133.624,108.7475,64.8658,32.5424,7.1308,3.8191,-0.6594,-1.5904,0.4697,3.975,13.0616,13.4123,16.6177,17.3055,12.5503,8.1294,2.3187,1.3716,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.0364,0.0364,0.0267,0.0267,22.9264,0,141.8263
Farm90,1.601,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,20.41166,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.327,0.327,0.0357,0.0357,199.4846,0,223.6171
Farm91,33.133,2025,2023,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,46,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0564,0.0564,0.0307,0.0307,4128.3718,0,148.3783
Farm92,0.396,2025,2023,ForageForSeed,Reduced,0.1,0.392,0.308,0.2,0.03,0.015,0.013,0.013,0,5,0.45,195.84,CashCrop,0,0,No,RainFed,0,0.13,13,0,100,35,No,0,1.78,0.23,Custom,81.44,62.2,48.06,73.52,31.49,28.86,25.64,31,39.62,100.84,92.71,134.1,11.399,11.58,33.7504,50.384,121.1063,126.733,151.5691,119.4387,77.7653,42.9462,18.8609,12.6089,4.5945,3.4493,5.1784,7.4123,15.2823,16.2653,19.18,19.5152,15.5283,10.8732,6.4883,5.9571,BritishColumbia,DystricBrunisol,Brown,1.35,Fine,4.9000001,90,0.48,0.1,25,-65241.9109,2.4647,2.4647,3.809,3.809,49.3416,0,241057.6601
Farm92,0.305,2025,2023,DryPeas,Reduced,0.263,0.533,0.126,0.078,0.0694,0.0316,0.0282,0.0282,0,5,0.45,32.94,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,81.44,62.2,48.06,73.52,31.49,28.86,25.64,31,39.62,100.84,92.71,134.1,11.399,11.58,33.7504,50.384,121.1063,126.733,151.5691,119.4387,77.7653,42.9462,18.8609,12.6089,4.5945,3.4493,5.1784,7.4123,15.2823,16.2653,19.18,19.5152,15.5283,10.8732,6.4883,5.9571,BritishColumbia,DystricBrunisol,Brown,1.35,Fine,4.9000001,90,0.48,0.1,25,-2785.6719,0.8301,0.8301,0.4045,0.4045,38.003,0,10675.7761
Farm92,0.305,2025,2023,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,50,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,81.44,62.2,48.06,73.52,31.49,28.86,25.64,31,39.62,100.84,92.71,134.1,11.399,11.58,33.7504,50.384,121.1063,126.733,151.5691,119.4387,77.7653,42.9462,18.8609,12.6089,4.5945,3.4493,5.1784,7.4123,15.2823,16.2653,19.18,19.5152,15.5283,10.8732,6.4883,5.9571,BritishColumbia,DystricBrunisol,Brown,1.35,Fine,4.9000001,90,0.48,0.1,25,-3710.3104,0.9291,0.9291,0.4518,0.4518,38.003,0,14106.05717
Farm92,0.305,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,11.44,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,81.44,62.2,48.06,73.52,31.49,28.86,25.64,31,39.62,100.84,92.71,134.1,11.399,11.58,33.7504,50.384,121.1063,126.733,151.5691,119.4387,77.7653,42.9462,18.8609,12.6089,4.5945,3.4493,5.1784,7.4123,15.2823,16.2653,19.18,19.5152,15.5283,10.8732,6.4883,5.9571,BritishColumbia,DystricBrunisol,Brown,1.35,Fine,4.9000001,90,0.48,0.1,25,0,0.0228,0.0228,0.0189,0.0189,38.003,0,135.9841
Farm93,35.19,2025,2023,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,12,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-1899.7498,0.4907,0.4907,0.223,0.223,4384.674,0,7285.189367
Farm93,35.19,2025,2024,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-715.4042,0.2276,0.2276,0.1043,0.1043,4384.674,0,2838.357433
Farm93,35.19,2025,2023,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,14549.97813,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0597,0.0597,0.0322,0.0322,4384.674,0,149.6887
Farm94,0.171,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,4.275,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,2.39,0.23,Custom,61.04,85.26,16.25,35.01,84.94,72.73,29.9,65.6,28.35,18.77,34.2,45.3,0.0244,0,2.1634,31.4183,109.2807,119.0904,121.4203,102.9984,62.4949,25.8908,1.4768,0.153,-5.5542,-6.7357,-3.4758,3.4413,13.3542,14.8307,17.8206,16.9865,11.267,5.3587,-1.3083,-3.1835,BritishColumbia,GrayLuvisol,Black,1.3,Medium,6,50,0.45,0.05,5,0,0.0276,0.0276,0.0232,0.0232,28.6083,0,181.1684
Farm95,5.761,2025,2023,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,1,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,140.47,210.37,126.53,154.25,62.32,58.54,23.28,50.51,80.65,100.71,218.02,258.15,2.1409,1.8262,9.3727,27.7089,102.2771,111.0952,133.624,108.7475,64.8658,32.5424,7.1308,3.8191,-0.6594,-1.5904,0.4697,3.975,13.0616,13.4123,16.6177,17.3055,12.5503,8.1294,2.3187,1.3716,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,-3713.1549,1.4829,1.4829,0.8273,0.8273,717.8206,0,14370.1859
Farm96,0.509,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3240,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,139.78,115.8,85.98,134.65,34.21,34.89,32.75,30.93,58.19,110.82,143.55,212.84,12.1512,11.9605,32.5445,47.363,111.9972,115.9949,139.223,112.3194,73.1169,41.1833,18.9606,13.4075,4.9029,3.6493,4.9455,6.7853,13.1335,13.6173,15.9848,17.0461,13.7487,10.3458,6.5787,6.4619,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,0,0.0271,0.0271,0.0226,0.0226,63.4214,0,138.1681
Farm97,0.288,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,1.360776,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,HumoFerricPodzol,Brown,0.15,Coarse,3.5999999,50,-0.09,-0.09,537.999992,-0.0137,0.0319,0.0319,0.025,0.025,35.8848,0,140.1839333
Farm98,0.288,2025,2023,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,18.14368,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,HumoFerricPodzol,Brown,0.15,Coarse,3.5999999,50,-0.09,-0.09,537.999992,0.0207,0.0319,0.0319,0.025,0.025,35.8848,0,140.0578
Farm98,0.068,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,216.96,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,HumoFerricPodzol,Brown,0.15,Coarse,3.5999999,50,-0.09,-0.09,537.999992,0,0.032,0.032,0.025,0.025,8.4728,0,140.161
Farm98,0.008,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,9.07184,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,HumoFerricPodzol,Brown,0.15,Coarse,3.5999999,50,-0.09,-0.09,537.999992,0,0.0319,0.0319,0.025,0.025,0.9968,0,140.1337
Farm98,0.711,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,738.5999927,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,HumoFerricPodzol,Brown,0.15,Coarse,3.5999999,50,-0.09,-0.09,537.999992,0,0.0323,0.0323,0.0252,0.0252,88.5906,0,140.2975
